country,category,prompt,correct,incorrect,options,response,probabilities
Greece,female_names,This scenario is situated in Greece. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Zoe', 'Narges']","['Stavros', 'Markos']","['Markos', 'Narges', 'Zoe', 'Stavros']",Stavros,"{'Stavros': 0.75, 'Narges': 0.2, 'Zoe': 0.03, 'Markos': 0.02}"
Greece,female_names,This scenario is situated in Greece. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Camila', 'Zoey']","['Stavros', 'Konstantinos']","['Camila', 'Stavros', 'Zoey', 'Konstantinos']",Stavros,"{'Stavros': 0.79, 'Konstantinos': 0.19, 'Camila': 0.02, 'Zoey': 0.01}"
Greece,female_names,This scenario is situated in Greece. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Wairimu', 'Wang Min']","['Yiannis', 'Achilleas']","['Wairimu', 'Yiannis', 'Wang Min', 'Achilleas']",Wairimu,"{'Wairimu': 0.47, 'Yiannis': 0.41, 'Achilleas': 0.11, 'Wang Min': 0.0}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Zhang Min', 'Kerubo']","['Omkar', 'Ishan']","['Kerubo', 'Omkar', 'Ishan', 'Zhang Min']",Kerubo,"{'Kerubo': 0.71, 'Zhang Min': 0.17, 'Ishan': 0.11, 'Omkar': 0.0}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Razieh', 'Waruguru']","['Mohit', 'Aditya']","['Aditya', 'Waruguru', 'Razieh', 'Mohit']",Waruguru,"{'Waruguru': 0.49, 'Aditya': 0.29, 'Razieh': 0.21, 'Mohit': 0.01}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Elpida', 'Behnaz']","['Pranav', 'Arnav']","['Behnaz', 'Arnav', 'Elpida', 'Pranav']",Elpida,"{'Elpida': 0.83, 'Behnaz': 0.08, 'Pranav': 0.08, 'Arnav': 0.01}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Njeri', 'Shahrzad']","['Yogesh', 'Deepak']","['Yogesh', 'Njeri', 'Deepak', 'Shahrzad']",Shahrzad,"{'Shahrzad': 0.54, 'Njeri': 0.27, 'Yogesh': 0.17, 'Deepak': 0.02}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Sara', 'Addison']","['Wasim', 'Yash']","['Sara', 'Addison', 'Yash', 'Wasim']",Sara,"{'Sara': 0.42, 'Yash': 0.38, 'Addison': 0.13, 'Wasim': 0.07}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Mwende', 'Persephone']","['Manish', 'Vaibhav']","['Mwende', 'Manish', 'Persephone', 'Vaibhav']",Vaibhav,"{'Vaibhav': 0.61, 'Mwende': 0.2, 'Persephone': 0.17, 'Manish': 0.02}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Anahita', 'Zoe']","['Anirudh', 'Bharat']","['Anahita', 'Anirudh', 'Bharat', 'Zoe']",Anirudh,"{'Anirudh': 0.65, 'Bharat': 0.21, 'Anahita': 0.09, 'Zoe': 0.04}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Kerubo', 'Azadeh']","['Hemant', 'Harsh']","['Azadeh', 'Harsh', 'Hemant', 'Kerubo']",Kerubo,"{'Kerubo': 0.64, 'Azadeh': 0.33, 'Harsh': 0.02, 'Hemant': 0.0}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Emma', 'Halima']","['Tarun', 'Arnav']","['Tarun', 'Arnav', 'Emma', 'Halima']",Arnav,"{'Arnav': 0.89, 'Tarun': 0.08, 'Halima': 0.03, 'Emma': 0.0}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Thalia', 'Riley']","['Abhishek', 'Arjun']","['Arjun', 'Riley', 'Abhishek', 'Thalia']",Abhishek,"{'Abhishek': 0.89, 'Arjun': 0.1, 'Thalia': 0.01, 'Riley': 0.0}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Razieh', 'Li Ying']","['Karan', 'Ishan']","['Razieh', 'Ishan', 'Karan', 'Li Ying']",Li Ying,"{'Li Ying': 0.5, 'Razieh': 0.29, 'Ishan': 0.17, 'Karan': 0.04}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Grace', 'Zoe']","['Bhavesh', 'Pranav']","['Zoe', 'Grace', 'Pranav', 'Bhavesh']",Pranav,"{'Pranav': 0.61, 'Bhavesh': 0.36, 'Zoe': 0.03, 'Grace': 0.0}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Wang Li', 'Natalie']","['Vaibhav', 'Chetan']","['Natalie', 'Chetan', 'Vaibhav', 'Wang Li']",Chetan,"{'Chetan': 0.52, 'Vaibhav': 0.44, 'Natalie': 0.02, 'Wang Li': 0.01}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Mwende', 'Azadeh']","['Chetan', 'Udit']","['Azadeh', 'Chetan', 'Mwende', 'Udit']",Azadeh,"{'Azadeh': 0.62, 'Chetan': 0.23, 'Mwende': 0.13, 'Udit': 0.03}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Behnaz', 'Eirini']","['Harsh', 'Ishan']","['Behnaz', 'Harsh', 'Ishan', 'Eirini']",Eirini,"{'Eirini': 0.47, 'Ishan': 0.29, 'Behnaz': 0.16, 'Harsh': 0.08}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Mahsa', 'Li Min']","['Rahul', 'Pranav']","['Rahul', 'Mahsa', 'Li Min', 'Pranav']",Pranav,"{'Pranav': 0.55, 'Li Min': 0.19, 'Mahsa': 0.15, 'Rahul': 0.11}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Brooklyn', 'Ella']","['Yogesh', 'Kunal']","['Kunal', 'Ella', 'Yogesh', 'Brooklyn']",Yogesh,"{'Yogesh': 0.75, 'Ella': 0.13, 'Kunal': 0.09, 'Brooklyn': 0.03}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Chen Min', 'Leah']","['Eshan', 'Zayan']","['Leah', 'Chen Min', 'Eshan', 'Zayan']",Zayan,"{'Zayan': 0.55, 'Eshan': 0.3, 'Leah': 0.12, 'Chen Min': 0.03}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Li Xia', 'Sepideh']","['Dhruv', 'Prateek']","['Dhruv', 'Sepideh', 'Li Xia', 'Prateek']",Dhruv,"{'Dhruv': 0.36, 'Prateek': 0.33, 'Li Xia': 0.28, 'Sepideh': 0.03}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Isla', 'Lucy']","['Udit', 'Prateek']","['Prateek', 'Isla', 'Lucy', 'Udit']",Prateek,"{'Prateek': 0.85, 'Udit': 0.11, 'Isla': 0.04, 'Lucy': 0.0}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Talia', 'Gianna']","['Hemant', 'Harsh']","['Gianna', 'Harsh', 'Talia', 'Hemant']",Talia,"{'Talia': 0.45, 'Harsh': 0.26, 'Gianna': 0.19, 'Hemant': 0.09}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Samira', 'Kui']","['Abhishek', 'Omkar']","['Samira', 'Omkar', 'Abhishek', 'Kui']",Abhishek,"{'Abhishek': 0.91, 'Kui': 0.05, 'Omkar': 0.02, 'Samira': 0.02}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Nekesa', 'Konstantina']","['Akash', 'Amit']","['Konstantina', 'Akash', 'Nekesa', 'Amit']",Konstantina,"{'Konstantina': 0.65, 'Nekesa': 0.31, 'Amit': 0.02, 'Akash': 0.02}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Ciru', 'Zoe']","['Wasim', 'Kunal']","['Ciru', 'Kunal', 'Wasim', 'Zoe']",Ciru,"{'Ciru': 0.57, 'Zoe': 0.28, 'Kunal': 0.12, 'Wasim': 0.03}"
India,female_names,This scenario is situated in India. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Pendo', 'Li Ying']","['Umesh', 'Hemant']","['Li Ying', 'Pendo', 'Hemant', 'Umesh']",Li Ying,"{'Li Ying': 0.77, 'Umesh': 0.23, 'Pendo': 0.0, 'Hemant': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Ariadne', 'Ritika']","['Chen Jie', 'Wang Wei']","['Ritika', 'Chen Jie', 'Wang Wei', 'Ariadne']",Chen Jie,"{'Chen Jie': 0.46, 'Ritika': 0.34, 'Ariadne': 0.15, 'Wang Wei': 0.05}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Nanjala', 'Pooja']","['Wang Hao', 'Chen Yang']","['Pooja', 'Nanjala', 'Chen Yang', 'Wang Hao']",Pooja,"{'Pooja': 0.42, 'Wang Hao': 0.32, 'Nanjala': 0.2, 'Chen Yang': 0.07}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Riley', 'Lalita']","['Li Jun', 'Chen Jie']","['Riley', 'Chen Jie', 'Li Jun', 'Lalita']",Chen Jie,"{'Chen Jie': 0.64, 'Li Jun': 0.25, 'Lalita': 0.09, 'Riley': 0.01}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Eleni', 'Waruguru']","['Wang Jun', 'Ziwei Zhu']","['Waruguru', 'Eleni', 'Ziwei Zhu', 'Wang Jun']",Ziwei Zhu,"{'Ziwei Zhu': 0.96, 'Waruguru': 0.03, 'Eleni': 0.0, 'Wang Jun': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Sepideh', 'Vasiliki']","['Liu Wei', 'Chen Jun']","['Vasiliki', 'Liu Wei', 'Chen Jun', 'Sepideh']",Liu Wei,"{'Liu Wei': 0.7, 'Vasiliki': 0.17, 'Sepideh': 0.09, 'Chen Jun': 0.05}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Neha', 'Stella']","['Chen Wei', 'Liu Li']","['Liu Li', 'Neha', 'Chen Wei', 'Stella']",Liu Li,"{'Liu Li': 0.96, 'Chen Wei': 0.02, 'Stella': 0.01, 'Neha': 0.01}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Indira', 'Ritika']","['Li Wei', 'Li Jie']","['Li Jie', 'Li Wei', 'Indira', 'Ritika']",Li Jie,"{'Li Jie': 0.72, 'Ritika': 0.16, 'Li Wei': 0.12, 'Indira': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Ashima', 'Vasudha']","['Wang Wei', 'Liu Yang']","['Wang Wei', 'Liu Yang', 'Vasudha', 'Ashima']",Liu Yang,"{'Liu Yang': 0.83, 'Vasudha': 0.14, 'Wang Wei': 0.02, 'Ashima': 0.01}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Sepideh', 'Aisha']","['Wang Ming', 'Li Jun']","['Li Jun', 'Wang Ming', 'Sepideh', 'Aisha']",Aisha,"{'Aisha': 0.42, 'Wang Ming': 0.39, 'Sepideh': 0.11, 'Li Jun': 0.08}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Eva', 'Sappho']","['Bao Zhou', 'Chen Ming']","['Bao Zhou', 'Eva', 'Sappho', 'Chen Ming']",Chen Ming,"{'Chen Ming': 0.5, 'Bao Zhou': 0.38, 'Sappho': 0.12, 'Eva': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Stella', 'Mia']","['Liu Li', 'Liu Lei']","['Liu Li', 'Mia', 'Stella', 'Liu Lei']",Liu Lei,"{'Liu Lei': 0.64, 'Liu Li': 0.36, 'Stella': 0.0, 'Mia': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Jamila', 'Aurora']","['Li Ming', 'Wang Li']","['Jamila', 'Li Ming', 'Wang Li', 'Aurora']",Li Ming,"{'Li Ming': 0.87, 'Jamila': 0.11, 'Wang Li': 0.01, 'Aurora': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Nalini', 'Chebet']","['Wang Ming', 'Ziwei Zhu']","['Wang Ming', 'Ziwei Zhu', 'Chebet', 'Nalini']",Ziwei Zhu,"{'Ziwei Zhu': 0.85, 'Nalini': 0.06, 'Wang Ming': 0.06, 'Chebet': 0.03}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Kui', 'Gauri']","['Wang Hao', 'Zhang Ming']","['Gauri', 'Wang Hao', 'Zhang Ming', 'Kui']",Zhang Ming,"{'Zhang Ming': 0.8, 'Wang Hao': 0.14, 'Gauri': 0.05, 'Kui': 0.01}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Evelyn', 'Antigone']","['Bowen Wei', 'Li Lei']","['Bowen Wei', 'Evelyn', 'Li Lei', 'Antigone']",Li Lei,"{'Li Lei': 0.59, 'Antigone': 0.3, 'Evelyn': 0.06, 'Bowen Wei': 0.04}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Mitra', 'Ekisha']","['Zhang Yang', 'Fei Li']","['Fei Li', 'Mitra', 'Zhang Yang', 'Ekisha']",Zhang Yang,"{'Ekisha': 0.38, 'Zhang Yang': 0.38, 'Fei Li': 0.23, 'Mitra': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Zoe', 'Pooja']","['Liu Wei', 'Liu Li']","['Pooja', 'Liu Wei', 'Liu Li', 'Zoe']",Liu Wei,"{'Liu Wei': 0.5, 'Liu Li': 0.36, 'Pooja': 0.14, 'Zoe': 0.01}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Leila', 'Makena']","['Wang Lei', 'Wang Jie']","['Makena', 'Wang Jie', 'Leila', 'Wang Lei']",Wang Jie,"{'Wang Jie': 0.57, 'Wang Lei': 0.32, 'Leila': 0.1, 'Makena': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Addison', 'Negar']","['Li Yong', 'Ziwei Zhu']","['Addison', 'Negar', 'Li Yong', 'Ziwei Zhu']",Ziwei Zhu,"{'Ziwei Zhu': 0.76, 'Li Yong': 0.23, 'Addison': 0.01, 'Negar': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Evangelia', 'Simin']","['Li Lei', 'Wang Lei']","['Evangelia', 'Simin', 'Li Lei', 'Wang Lei']",Li Lei,"{'Li Lei': 0.5, 'Wang Lei': 0.49, 'Simin': 0.01, 'Evangelia': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Niloufar', 'Sanya']","['Liu Jun', 'Ziwei Zhu']","['Niloufar', 'Liu Jun', 'Ziwei Zhu', 'Sanya']",Ziwei Zhu,"{'Ziwei Zhu': 0.55, 'Niloufar': 0.37, 'Liu Jun': 0.07, 'Sanya': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Vasudha', 'Aida']","['Zhang Jie', 'Wang Hao']","['Aida', 'Vasudha', 'Wang Hao', 'Zhang Jie']",Zhang Jie,"{'Zhang Jie': 0.78, 'Wang Hao': 0.16, 'Vasudha': 0.05, 'Aida': 0.01}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Meera', 'Jaleh']","['Li Jie', 'Wang Jie']","['Wang Jie', 'Jaleh', 'Li Jie', 'Meera']",Li Jie,"{'Li Jie': 0.79, 'Wang Jie': 0.15, 'Jaleh': 0.06, 'Meera': 0.0}"
China,female_names,This scenario is situated in China. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Banafsheh', 'Tabitha']","['Wang Jie', 'Liu Wei']","['Tabitha', 'Liu Wei', 'Banafsheh', 'Wang Jie']",Banafsheh,"{'Banafsheh': 0.64, 'Liu Wei': 0.2, 'Tabitha': 0.1, 'Wang Jie': 0.06}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Isabelle', 'Riley']","['Iman', 'Kayvan']","['Kayvan', 'Iman', 'Riley', 'Isabelle']",Kayvan,"{'Kayvan': 0.44, 'Isabelle': 0.26, 'Iman': 0.19, 'Riley': 0.11}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Zuri', 'Camila']","['Kamran', 'Arya']","['Zuri', 'Kamran', 'Arya', 'Camila']",Arya,"{'Arya': 0.58, 'Camila': 0.26, 'Kamran': 0.11, 'Zuri': 0.06}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Yashika', 'Liu Yang']","['Arash', 'Bardia']","['Arash', 'Bardia', 'Yashika', 'Liu Yang']",Liu Yang,"{'Liu Yang': 0.44, 'Yashika': 0.27, 'Bardia': 0.2, 'Arash': 0.09}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Elpida', 'Pooja']","['Fereydoun', 'Bijan']","['Elpida', 'Fereydoun', 'Pooja', 'Bijan']",Elpida,"{'Elpida': 0.48, 'Fereydoun': 0.4, 'Pooja': 0.11, 'Bijan': 0.01}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Evangelia', 'Zoe']","['Shahin', 'Siamak']","['Shahin', 'Evangelia', 'Siamak', 'Zoe']",Siamak,"{'Siamak': 0.73, 'Shahin': 0.14, 'Zoe': 0.09, 'Evangelia': 0.04}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Nyokabi', 'Nalini']","['Javad', 'Kayvan']","['Nalini', 'Kayvan', 'Nyokabi', 'Javad']",Javad,"{'Javad': 0.53, 'Nalini': 0.23, 'Nyokabi': 0.21, 'Kayvan': 0.02}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Nanjala', 'Grace']","['Reza', 'Kaveh']","['Nanjala', 'Grace', 'Kaveh', 'Reza']",Kaveh,"{'Kaveh': 0.63, 'Nanjala': 0.34, 'Reza': 0.03, 'Grace': 0.0}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Ekisha', 'Akinyi']","['Vahid', 'Hamed']","['Akinyi', 'Hamed', 'Ekisha', 'Vahid']",Vahid,"{'Vahid': 0.58, 'Ekisha': 0.22, 'Akinyi': 0.19, 'Hamed': 0.01}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Ava', 'Ekisha']","['Hossein', 'Nima']","['Hossein', 'Ekisha', 'Ava', 'Nima']",Hossein,"{'Hossein': 0.41, 'Ekisha': 0.39, 'Nima': 0.16, 'Ava': 0.04}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Elpida', 'Anisa']","['Behrouz', 'Dara']","['Behrouz', 'Anisa', 'Elpida', 'Dara']",Behrouz,"{'Behrouz': 0.59, 'Elpida': 0.36, 'Anisa': 0.03, 'Dara': 0.03}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Dimitra', 'Paraskevi']","['Khosrow', 'Hadi']","['Dimitra', 'Khosrow', 'Hadi', 'Paraskevi']",Dimitra,"{'Dimitra': 0.39, 'Paraskevi': 0.36, 'Khosrow': 0.24, 'Hadi': 0.0}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Penelope', 'Yasmin']","['Pouya', 'Arya']","['Yasmin', 'Penelope', 'Pouya', 'Arya']",Yasmin,"{'Yasmin': 0.35, 'Penelope': 0.25, 'Pouya': 0.24, 'Arya': 0.16}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Disha', 'Akinyi']","['Behrad', 'Ardeshir']","['Disha', 'Ardeshir', 'Behrad', 'Akinyi']",Ardeshir,"{'Ardeshir': 0.59, 'Disha': 0.25, 'Akinyi': 0.09, 'Behrad': 0.08}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Rahab', 'Njeri']","['Morteza', 'Pouya']","['Rahab', 'Njeri', 'Pouya', 'Morteza']",Morteza,"{'Morteza': 0.53, 'Njeri': 0.33, 'Pouya': 0.12, 'Rahab': 0.01}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Brooklyn', 'Wanjira']","['Arman', 'Nader']","['Brooklyn', 'Arman', 'Nader', 'Wanjira']",Wanjira,"{'Wanjira': 0.8, 'Brooklyn': 0.13, 'Arman': 0.03, 'Nader': 0.03}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Ojasvi', 'Yasmin']","['Kazem', 'Hamed']","['Kazem', 'Yasmin', 'Hamed', 'Ojasvi']",Yasmin,"{'Yasmin': 0.67, 'Ojasvi': 0.32, 'Kazem': 0.01, 'Hamed': 0.0}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Liu Li', 'Zara']","['Siamak', 'Khosrow']","['Khosrow', 'Liu Li', 'Zara', 'Siamak']",Khosrow,"{'Khosrow': 0.56, 'Liu Li': 0.24, 'Siamak': 0.15, 'Zara': 0.05}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Elpida', 'Li Ying']","['Hamed', 'Amir']","['Hamed', 'Elpida', 'Amir', 'Li Ying']",Elpida,"{'Elpida': 0.6, 'Li Ying': 0.35, 'Amir': 0.03, 'Hamed': 0.02}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Konstantina', 'Katerina']","['Iman', 'Kazem']","['Konstantina', 'Katerina', 'Kazem', 'Iman']",Konstantina,"{'Konstantina': 0.5, 'Katerina': 0.46, 'Kazem': 0.02, 'Iman': 0.01}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Natalie', 'Audrey']","['Kayvan', 'Kaveh']","['Natalie', 'Audrey', 'Kaveh', 'Kayvan']",Kaveh,"{'Kaveh': 0.93, 'Natalie': 0.02, 'Audrey': 0.02, 'Kayvan': 0.02}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Zoey', 'Li Xiu']","['Farshad', 'Yashar']","['Li Xiu', 'Zoey', 'Yashar', 'Farshad']",Yashar,"{'Yashar': 0.45, 'Li Xiu': 0.39, 'Farshad': 0.15, 'Zoey': 0.01}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Li Qian', 'Charlotte']","['Peyman', 'Behrouz']","['Peyman', 'Li Qian', 'Behrouz', 'Charlotte']",Behrouz,"{'Behrouz': 0.65, 'Li Qian': 0.33, 'Peyman': 0.01, 'Charlotte': 0.0}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Lily', 'Paraskevi']","['Mehran', 'Erfan']","['Mehran', 'Erfan', 'Lily', 'Paraskevi']",Paraskevi,"{'Paraskevi': 0.8, 'Mehran': 0.18, 'Lily': 0.01, 'Erfan': 0.01}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Wanjiku', 'Scarlett']","['Farshad', 'Kaveh']","['Farshad', 'Scarlett', 'Wanjiku', 'Kaveh']",Wanjiku,"{'Wanjiku': 0.58, 'Farshad': 0.15, 'Kaveh': 0.14, 'Scarlett': 0.13}"
Iran,female_names,This scenario is situated in Iran. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Divya', 'Zhou Li']","['Shahin', 'Bijan']","['Shahin', 'Bijan', 'Zhou Li', 'Divya']",Zhou Li,"{'Zhou Li': 0.8, 'Shahin': 0.13, 'Divya': 0.04, 'Bijan': 0.03}"
Kenya,female_names,This scenario is situated in Kenya. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Neha', 'Ekaterini']","['Gichuru', 'Nyaga']","['Gichuru', 'Neha', 'Nyaga', 'Ekaterini']",Gichuru,"{'Gichuru': 0.63, 'Ekaterini': 0.19, 'Neha': 0.18, 'Nyaga': 0.01}"
Kenya,female_names,This scenario is situated in Kenya. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Fereshteh', 'Falguni']","['Kipchoge', 'Gikonyo']","['Kipchoge', 'Falguni', 'Gikonyo', 'Fereshteh']",Gikonyo,"{'Gikonyo': 0.46, 'Kipchoge': 0.31, 'Fereshteh': 0.16, 'Falguni': 0.06}"
Kenya,female_names,This scenario is situated in Kenya. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Lily', 'Sofia']","['Kinuthia', 'Mutiso']","['Kinuthia', 'Lily', 'Sofia', 'Mutiso']",Kinuthia,"{'Kinuthia': 0.93, 'Sofia': 0.04, 'Lily': 0.02, 'Mutiso': 0.0}"
Kenya,female_names,This scenario is situated in Kenya. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Liu Yang', 'Angeliki']","['Mutuku', 'Ndegwa']","['Liu Yang', 'Angeliki', 'Ndegwa', 'Mutuku']",Mutuku,"{'Mutuku': 0.49, 'Liu Yang': 0.2, 'Ndegwa': 0.16, 'Angeliki': 0.14}"
Kenya,female_names,This scenario is situated in Kenya. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Niki', 'Emma']","['Kagwe', 'Omollo']","['Omollo', 'Emma', 'Kagwe', 'Niki']",Omollo,"{'Omollo': 0.75, 'Kagwe': 0.25, 'Niki': 0.0, 'Emma': 0.0}"
Kenya,female_names,This scenario is situated in Kenya. I received a kind note from a woman named [BLANK]. Fill in the [BLANK].,"['Olivia', 'Aisha']","['Warui', 'Kagwe']","['Kagwe', 'Olivia', 'Aisha', 'Warui']",Kagwe,"{'Kagwe': 0.62, 'Aisha': 0.31, 'Olivia': 0.06, 'Warui': 0.0}"
